# Instrument-source: 'mcstasscript_bl_11_2_not_white_src.instr'
# Date: Fri Jan 27 12 09 2023
# Ncount: 10000000
# Numpoints: 22501
# Param: Etohit = 4500
# type: multiarray_1d(22501)
# title: Scan of Etohit
# xlabel: 'Etohit'
# ylabel: 'Intensity'
# xvars: Etohit
# yvars: (EnergyMonitor_first_I,EnergyMonitor_first_ERR) (EnergyMonitor_second_I,EnergyMonitor_second_ERR) (EnergyMonitor_third_I,EnergyMonitor_third_ERR) (EnergyMonitor_fourth_I,EnergyMonitor_fourth_ERR)
# xlimits: 27000 4500
# filename: mccode.dat
# variables: Etohit EnergyMonitor_first_I EnergyMonitor_first_ERR EnergyMonitor_second_I EnergyMonitor_second_ERR EnergyMonitor_third_I EnergyMonitor_third_ERR EnergyMonitor_fourth_I EnergyMonitor_fourth_ERR
4500 4.67565E+12 1.10088E+10 2.98987E+12 8.81792E+9 4.68086E+12 1.10064E+10 2.22147E+12 7.58621E+9
4501 4.6728E+12 1.10056E+10 2.98781E+12 8.81491E+9 4.66385E+12 1.09864E+10 2.21339E+12 7.57219E+9
4502 4.66033E+12 1.09913E+10 2.9765E+12 8.79856E+9 4.64879E+12 1.0969E+10 2.1945E+12 7.53986E+9
4503 4.64844E+12 1.09781E+10 2.97071E+12 8.79071E+9 4.64795E+12 1.0969E+10 2.2082E+12 7.56436E+9
4504 4.69518E+12 1.10337E+10 3.00362E+12 8.83991E+9 4.68928E+12 1.10183E+10 2.22313E+12 7.59011E+9
4505 4.67382E+12 1.1009E+10 2.99415E+12 8.82616E+9 4.67516E+12 1.1002E+10 2.20095E+12 7.55281E+9
4506 4.66005E+12 1.09931E+10 2.98246E+12 8.80882E+9 4.65028E+12 1.09729E+10 2.21288E+12 7.57295E+9
4507 4.65658E+12 1.09896E+10 2.97971E+12 8.8055E+9 4.65967E+12 1.09844E+10 2.21506E+12 7.57756E+9
4508 4.66721E+12 1.10029E+10 2.98206E+12 8.81015E+9 4.66529E+12 1.09919E+10 2.21144E+12 7.57212E+9
4509 4.65673E+12 1.0991E+10 2.97304E+12 8.79654E+9 4.65319E+12 1.09781E+10 2.21608E+12 7.57985E+9
4510 4.66048E+12 1.09956E+10 2.97878E+12 8.80521E+9 4.66207E+12 1.09885E+10 2.20879E+12 7.56753E+9
4511 4.66908E+12 1.10065E+10 2.97183E+12 8.79574E+9 4.66722E+12 1.0996E+10 2.21972E+12 7.58648E+9
4512 4.65408E+12 1.09892E+10 2.98119E+12 8.81002E+9 4.65419E+12 1.09807E+10 2.20805E+12 7.56717E+9
4513 4.69309E+12 1.10356E+10 3.00231E+12 8.84161E+9 4.69051E+12 1.1024E+10 2.23268E+12 7.60936E+9
4514 4.66438E+12 1.10021E+10 2.98296E+12 8.81293E+9 4.66899E+12 1.09988E+10 2.21915E+12 7.58657E+9
4515 4.66047E+12 1.09977E+10 2.98109E+12 8.81076E+9 4.66533E+12 1.09949E+10 2.21264E+12 7.57558E+9
4516 4.65787E+12 1.09958E+10 2.97753E+12 8.80611E+9 4.66085E+12 1.09907E+10 2.22385E+12 7.59535E+9
4517 4.65309E+12 1.09905E+10 2.96701E+12 8.79116E+9 4.6526E+12 1.09815E+10 2.21053E+12 7.57305E+9
