# Instrument-source: 'mcstasscript_bl_11_2_not_white_src.instr'
# Date: Sun Jan 22 01 02 2023
# Ncount: 10000000
# Numpoints: 22501
# Param: Etohit = 4500
# type: multiarray_1d(22501)
# title: Scan of Etohit
# xlabel: 'Etohit'
# ylabel: 'Intensity'
# xvars: Etohit
# yvars: (EnergyMonitor_first_I,EnergyMonitor_first_ERR) (EnergyMonitor_second_I,EnergyMonitor_second_ERR) (EnergyMonitor_third_I,EnergyMonitor_third_ERR) (EnergyMonitor_fourth_I,EnergyMonitor_fourth_ERR)
# xlimits: 27000 4500
# filename: mccode.dat
# variables: Etohit EnergyMonitor_first_I EnergyMonitor_first_ERR EnergyMonitor_second_I EnergyMonitor_second_ERR EnergyMonitor_third_I EnergyMonitor_third_ERR EnergyMonitor_fourth_I EnergyMonitor_fourth_ERR
4500 7.96598E+10 1.36459E+9 5.05356E+10 1.0883E+9 7.94198E+10 1.361E+9 3.44069E+10 9.07807E+8
4501 7.74114E+10 1.33914E+9 4.97815E+10 1.07588E+9 7.78531E+10 1.34181E+9 3.38129E+10 8.96218E+8
4502 8.02948E+10 1.36844E+9 5.07827E+10 1.0891E+9 8.0226E+10 1.36817E+9 3.38023E+10 8.95744E+8
4503 7.8953E+10 1.35839E+9 4.97217E+10 1.07863E+9 7.79223E+10 1.34769E+9 3.43327E+10 9.06348E+8
4504 7.87875E+10 1.35464E+9 4.95276E+10 1.07485E+9 7.6791E+10 1.33482E+9 3.34573E+10 8.92069E+8
4505 7.89567E+10 1.35821E+9 4.95981E+10 1.0769E+9 7.84179E+10 1.3507E+9 3.37854E+10 8.99691E+8
4506 7.94041E+10 1.3624E+9 5.07514E+10 1.0915E+9 7.86797E+10 1.35703E+9 3.3677E+10 8.97342E+8
4507 7.90751E+10 1.35973E+9 4.95583E+10 1.07551E+9 7.86322E+10 1.35429E+9 3.46341E+10 9.10332E+8
4508 7.98042E+10 1.36489E+9 5.05295E+10 1.08765E+9 7.87143E+10 1.35449E+9 3.39913E+10 9.01387E+8
4509 7.71055E+10 1.3409E+9 4.87935E+10 1.06942E+9 7.77531E+10 1.34529E+9 3.28045E+10 8.83862E+8
4510 7.82339E+10 1.34917E+9 4.89188E+10 1.06833E+9 7.85316E+10 1.35153E+9 3.31596E+10 8.89324E+8
4511 7.74193E+10 1.34129E+9 4.90187E+10 1.06876E+9 7.79343E+10 1.34427E+9 3.4208E+10 9.03298E+8
4512 7.86695E+10 1.35691E+9 4.95296E+10 1.07901E+9 7.9059E+10 1.35903E+9 3.45992E+10 9.09404E+8
4513 7.94931E+10 1.36245E+9 5.17484E+10 1.10144E+9 8.01993E+10 1.36708E+9 3.32746E+10 8.90005E+8
4514 7.81515E+10 1.34758E+9 4.95844E+10 1.07444E+9 7.75078E+10 1.34091E+9 3.49193E+10 9.13298E+8
4515 7.924E+10 1.36103E+9 5.07861E+10 1.08934E+9 7.99485E+10 1.36649E+9 3.51937E+10 9.17705E+8
4516 7.8151E+10 1.35194E+9 4.96734E+10 1.07818E+9 7.72534E+10 1.3431E+9 3.28799E+10 8.85632E+8
4517 8.10849E+10 1.37366E+9 5.02788E+10 1.0819E+9 8.02128E+10 1.36473E+9 3.38329E+10 8.95688E+8
4518 7.92694E+10 1.35913E+9 5.07973E+10 1.08913E+9 7.93068E+10 1.35761E+9 3.3751E+10 8.97316E+8
4519 7.81789E+10 1.35037E+9 4.98767E+10 1.08084E+9 7.84407E+10 1.35129E+9 3.43194E+10 9.05141E+8
4520 7.86755E+10 1.35468E+9 4.9723E+10 1.08044E+9 7.796E+10 1.34696E+9 3.45922E+10 9.07594E+8
4521 7.90002E+10 1.35926E+9 5.09562E+10 1.09403E+9 7.97903E+10 1.36401E+9 3.47943E+10 9.13119E+8
4522 7.92062E+10 1.35712E+9 4.91226E+10 1.06967E+9 7.88763E+10 1.35396E+9 3.41839E+10 9.00833E+8
4523 7.77376E+10 1.3476E+9 5.08255E+10 1.09077E+9 7.73307E+10 1.34347E+9 3.465E+10 9.1025E+8
